"nacionality","sex","age","sport","medal"
"POR","F",20,"gymnastics","F"
"FIJ","M",22,"football","F"
"SWE","F",26,"handball","F"
"ITA","M",20,"cycling","F"
"ITA","M",25,"volleyball","T"
"ITA","M",34,"aquatics","F"
"GER","M",24,"handball","T"
"IRL","M",20,"sailing","F"
"AUS","F",26,"rowing","F"
"GBR","F",40,"equestrian","T"
"IRL","F",25,"aquatics","F"
"GBR","F",34,"canoe","F"
"IRL","F",32,"athletics","F"
"PER","F",18,"weightlifting","F"
"JAM","M",23,"athletics","T"
"BRA","F",35,"cycling","F"
"BRA","F",17,"gymnastics","F"
"ITA","F",31,"sailing","F"
"BRA","F",23,"athletics","F"
"GHA","F",28,"athletics","F"
"COL","F",25,"athletics","F"
"BER","F",29,"triathlon","F"
"HUN","F",18,"aquatics","F"
"CAY","F",18,"sailing","F"
"ARG","F",23,"hockey","F"
"ARG","F",27,"volleyball","F"
"BEL","M",27,"athletics","F"
"FRA","M",26,"aquatics","T"
"FRA","M",35,"basketball","F"
"BEL","M",25,"hockey","T"
"FRA","F",26,"athletics","F"
"FRA","M",27,"athletics","F"
"GER","M",28,"archery","F"
"GER","M",25,"hockey","T"
"GER","M",27,"athletics","F"
"AUT","M",36,"sailing","F"
"PLW","M",30,"wrestling","F"
"GER","M",22,"aquatics","F"
"GER","M",19,"aquatics","F"
"FRA","F",20,"athletics","F"
"ROU","M",31,"tennis","T"
"ROU","F",31,"handball","F"
"ROU","F",26,"athletics","F"
"ROU","F",19,"weightlifting","F"
"USA","M",31,"rugby sevens","F"
"USA","F",29,"volleyball","T"
"BRA","F",38,"football","F"
"MAR","M",28,"athletics","F"
"TLS","F",31,"cycling","F"
"USA","F",28,"athletics","T"
"GBR","F",36,"rowing","T"
"ITA","F",28,"sailing","F"
"ITA","F",30,"aquatics","T"
"ITA","F",24,"aquatics","F"
"GBR","F",26,"aquatics","F"
"ITA","F",21,"cycling","F"
"ITA","F",23,"aquatics","T"
"ITA","M",28,"rowing","F"
"ITA","M",22,"cycling","F"
"ITA","M",23,"sailing","F"
"ITA","M",23,"aquatics","T"
"NZL","F",24,"rowing","F"
"BRA","F",28,"athletics","F"
"BRA","F",24,"handball","F"
"BRA","F",21,"gymnastics","F"
"BDI","F",23,"athletics","T"
"CHI","F",26,"shooting","F"
"POR","F",22,"canoe","F"
"ESP","M",32,"athletics","F"
"BRA","M",27,"gymnastics","F"
"PER","M",52,"shooting","F"
"ESP","M",33,"hockey","F"
"CHI","M",20,"sailing","F"
"ESP","M",30,"aquatics","F"
"ESP","M",22,"judo","F"
"ESP","M",28,"rugby sevens","F"
"VEN","M",29,"fencing","F"
"CGO","M",26,"athletics","F"
"FRA","M",27,"volleyball","F"
"FRA","M",32,"rowing","T"
"CAF","M",19,"athletics","F"
"EGY","M",35,"shooting","F"
"ARG","M",26,"rugby sevens","F"
"BEL","M",27,"aquatics","F"
"RSA","M",28,"rugby sevens","T"
"FRA","M",32,"cycling","T"
"USA","M",28,"wrestling","F"
"ITA","M",24,"wrestling","T"
"NED","M",20,"gymnastics","F"
"LUX","M",36,"cycling","F"
"GER","M",27,"wrestling","F"
"USA","M",28,"shooting","F"
"NED","M",20,"judo","F"
"PUR","M",30,"wrestling","F"
"HAI","M",25,"aquatics","F"
"GER","M",27,"canoe","F"
"GER","F",27,"hockey","T"
"GER","F",27,"aquatics","F"
"GER","F",27,"canoe","T"
"GBR","M",21,"aquatics","F"
"ECU","M",22,"judo","F"
"VEN","M",29,"athletics","F"
"CAN","M",34,"volleyball","F"
"FRA","M",35,"aquatics","F"
"POR","M",23,"football","F"
"DEN","M",21,"football","F"
"DEN","M",18,"cycling","T"
"SWE","M",26,"sailing","F"
"SWE","M",33,"handball","F"
"SWE","F",26,"equestrian","F"
"SWE","F",29,"handball","F"
"SWE","F",23,"football","F"
"GER","F",24,"athletics","F"
"POR","F",38,"table tennis","F"
"TUR","M",22,"athletics","F"
"CHN","M",23,"shooting","F"
"EGY","M",31,"weightlifting","F"
"HUN","M",26,"aquatics","F"
"HUN","M",39,"fencing","T"
"HUN","M",28,"triathlon","F"
"HUN","M",33,"athletics","F"
"HUN","M",34,"aquatics","F"
"BRA","M",20,"football","T"
"BRA","M",24,"sailing","F"
"ARG","M",21,"basketball","F"
"CAN","M",23,"hockey","F"
"BRA","M",19,"football","T"
"VEN","M",30,"boxing","F"
"ZIM","M",28,"athletics","F"
"BRA","M",20,"aquatics","F"
"ROU","M",28,"weightlifting","T"
"ARG","F",30,"hockey","F"
"MEX","F",22,"archery","F"
"BRA","F",22,"volleyball","F"
"CAN","F",24,"tennis","F"
"BRA","F",25,"aquatics","F"
"PAR","F",26,"rowing","F"
"ROU","F",22,"handball","F"
"BUL","F",24,"athletics","F"
"CAN","F",21,"athletics","F"
"BUL","F",22,"badminton","F"
"ITA","M",22,"aquatics","T"
"ITA","M",21,"shooting","T"
"LIB","F",17,"aquatics","F"
"HUN","F",30,"canoe","T"
"HUN","F",28,"aquatics","F"
"ROU","F",32,"handball","F"
"GBR","F",26,"badminton","F"
"CAN","F",18,"football","F"
"USA","F",21,"gymnastics","T"
"BRA","F",19,"gymnastics","F"
"AUS","F",22,"hockey","F"
"BRA","F",18,"aquatics","F"
"NAM","F",35,"shooting","F"
"MEX","F",23,"golf","F"
"FRA","M",30,"tennis","F"
"SUI","M",24,"cycling","F"
"BEL","F",25,"gymnastics","F"
"FRA","F",33,"basketball","F"
"FRA","F",28,"weightlifting","F"
"IND","M",33,"shooting","F"
"JPN","M",22,"football","F"
"ISR","M",29,"aquatics","F"
"GBR","M",24,"boxing","F"
"USA","M",30,"athletics","T"
"ESP","F",28,"table tennis","F"
"KAZ","F",32,"tennis","F"
"KAZ","M",28,"wrestling","F"
"UKR","F",27,"athletics","F"
"MGL","M",23,"boxing","F"
"IND","M",27,"athletics","F"
"UKR","F",20,"aquatics","F"
"UKR","F",23,"gymnastics","T"
"UKR","F",24,"cycling","F"
"MGL","M",44,"archery","F"
"MGL","M",27,"athletics","F"
"BOT","M",25,"athletics","F"
"ESP","F",23,"tennis","F"
"ARM","M",27,"wrestling","F"
"USA","M",25,"rugby sevens","F"
"IRL","M",24,"rowing","T"
"USA","M",20,"boxing","F"
"HUN","M",25,"athletics","F"
"POR","M",26,"tennis","F"
"ARG","M",30,"rugby sevens","F"
"NEP","F",14,"aquatics","F"
"BEL","M",25,"hockey","T"
"FRA","M",32,"fencing","T"
"FRA","M",29,"canoe","T"
"ZIM","M",37,"archery","F"
"MAS","M",23,"golf","F"
"BOT","M",20,"judo","F"
"CAN","M",30,"volleyball","F"
"ARM","F",16,"athletics","F"
"NZL","F",20,"rugby sevens","T"
"CIV","F",24,"fencing","F"
"BRA","F",36,"athletics","F"
"BRA","F",25,"athletics","F"
"RUS","F",22,"aquatics","T"
"ETH","F",30,"athletics","F"
"GRE","F",40,"sailing","F"
"GHA","F",23,"athletics","F"
"AUS","F",29,"aquatics","F"
"AUS","F",30,"rugby sevens","T"
"NZL","F",26,"hockey","F"
"NZL","F",22,"sailing","F"
"ESP","F",39,"aquatics","F"
"GBR","F",31,"equestrian","F"
"CHN","M",28,"basketball","F"
"NZL","F",26,"rowing","T"
"AUS","F",21,"rowing","F"
"AUS","F",27,"athletics","F"
"CAN","F",25,"athletics","F"
"CAN","F",32,"canoe","F"
"USA","F",31,"rowing","T"
"GEO","M",22,"wrestling","T"
"ETH","F",25,"athletics","T"
"CAY","M",21,"aquatics","F"
"HKG","M",26,"aquatics","F"
"KEN","M",24,"athletics","F"
"CAN","F",25,"archery","F"
"AUT","M",26,"cycling","F"
"NZL","M",26,"cycling","F"
"TTO","M",33,"aquatics","F"
"NZL","M",33,"rowing","F"
"AUS","M",23,"aquatics","F"
"GBR","M",27,"rowing","T"
"ROU","M",25,"rowing","F"
"GBR","M",29,"hockey","F"
"BUL","M",27,"rowing","F"
"BUL","M",31,"athletics","F"
"BUL","M",27,"wrestling","F"
"BUL","M",23,"athletics","F"
"AUS","F",22,"cycling","F"
"AUS","F",19,"aquatics","F"
"GBR","F",17,"aquatics","F"
"GBR","F",26,"aquatics","F"
"AUS","F",24,"hockey","F"
"CAN","F",27,"cycling","T"
"NZL","F",23,"cycling","F"
"ARM","M",31,"wrestling","F"
"UKR","M",29,"judo","F"
"ARG","F",32,"volleyball","F"
"AUS","F",23,"hockey","F"
"ESP","F",26,"hockey","F"
"AUS","F",27,"hockey","F"
"HUN","F",31,"table tennis","F"
"GBR","F",26,"hockey","T"
"GRE","M",22,"aquatics","F"
"GRE","M",29,"rowing","F"
"KAZ","M",27,"athletics","F"
"GBR","M",30,"cycling","F"
"COL","M",27,"athletics","F"
"ZAM","M",28,"athletics","F"
"ESP","M",40,"equestrian","F"
"UZB","M",29,"canoe","F"
"NED","M",38,"equestrian","F"
"EST","M",37,"athletics","F"
"USA","M",26,"fencing","T"
"HUN","M",25,"aquatics","F"
"HUN","M",28,"aquatics","F"
"HUN","M",21,"aquatics","F"
"USA","F",31,"golf","F"
"FRA","M",33,"rowing","F"
"ARG","M",29,"athletics","F"
"ARG","M",32,"athletics","F"
"MEX","M",24,"aquatics","T"
"ARG","M",22,"rugby sevens","F"
"AUT","M",22,"shooting","F"
"ARG","M",24,"football","F"
"GER","F",24,"athletics","F"
"KOR","F",36,"shooting","F"
"FRA","F",34,"judo","F"
"HUN","M",42,"fencing","T"
"IRI","M",41,"cycling","F"
"IRI","M",31,"wrestling","T"
"ERI","M",21,"athletics","F"
"BRA","M",29,"fencing","F"
"CAN","F",28,"rugby sevens","T"
"EGY","M",24,"taekwondo","F"
"SYR","F",27,"athletics","F"
"PAK","M",29,"shooting","F"
"KOR","M",26,"badminton","F"
"ROU","F",21,"rowing","F"
"BRA","M",27,"cycling","F"
"LTU","M",27,"aquatics","F"
"RSA","M",22,"football","F"
"ISR","F",24,"sailing","F"
"USA","M",27,"athletics","T"
"CUB","F",21,"athletics","F"
"BRA","F",33,"wrestling","F"
"GBR","M",29,"sailing","T"
"ISR","F",25,"judo","F"
"LUX","M",33,"tennis","F"
"FRA","M",32,"tennis","F"
"RSA","F",35,"triathlon","F"
"NZL","M",26,"rugby sevens","F"
"BRA","M",27,"canoe","F"
"GAM","F",21,"athletics","F"
"GER","F",20,"athletics","F"
"JPN","M",22,"gymnastics","F"
"LTU","F",34,"sailing","F"
"MHL","M",23,"aquatics","F"
"ITA","M",27,"athletics","F"
"GEO","M",19,"weightlifting","F"
"ITA","F",29,"weightlifting","F"
"ITA","F",33,"cycling","F"
"ITA","M",27,"fencing","F"
"ITA","M",35,"sailing","F"
"BRA","F",18,"equestrian","F"
"ARG","M",20,"football","F"
"BRA","F",18,"aquatics","F"
"ITA","M",21,"rowing","T"
"FRA","M",29,"weightlifting","F"
"CRO","M",34,"shooting","F"
"NED","M",28,"athletics","F"
"ITA","M",46,"shooting","T"
"ARG","M",21,"football","F"
"ITA","M",22,"aquatics","F"
"ITA","M",24,"canoe","F"
"GBR","F",24,"hockey","T"
"BEL","F",33,"cycling","F"
"ITA","F",31,"sailing","F"
"ITA","F",25,"aquatics","T"
"ITA","F",26,"aquatics","T"
"ITA","F",26,"golf","F"
"ITA","F",37,"golf","F"
"SUI","F",22,"gymnastics","T"
"ITA","M",24,"canoe","F"
"ITA","M",42,"shooting","F"
"ITA","M",23,"rowing","T"
"PER","F",31,"athletics","F"
"AUS","F",28,"aquatics","F"
"FIJ","M",53,"shooting","F"
"AUS","M",27,"cycling","F"
"USA","M",30,"rowing","F"
"NED","M",25,"hockey","F"
"NZL","M",29,"aquatics","F"
"BEL","M",27,"aquatics","F"
"INA","M",27,"aquatics","F"
"AUS","M",32,"hockey","F"
"NGR","F",31,"athletics","F"
"ESP","F",29,"hockey","F"
"ITA","F",24,"athletics","F"
"FRA","F",26,"handball","T"
"RSA","M",31,"athletics","F"
"ERI","M",23,"athletics","F"
"SRB","M",33,"aquatics","T"
"ISR","M",25,"judo","F"
"IRI","F",26,"shooting","F"
"ARG","M",37,"handball","F"
"ARG","M",27,"canoe","F"
"ESP","M",26,"aquatics","F"
"ARG","M",21,"cycling","F"
"ARG","M",24,"hockey","T"
"ARG","M",31,"triathlon","F"
"MEX","M",28,"volleyball","F"
"ARM","M",22,"weightlifting","T"
"QAT","M",39,"handball","F"
"SLO","M",39,"handball","F"
"GBR","M",22,"triathlon","F"
"CAN","M",23,"hockey","F"
"MEX","F",19,"shooting","F"
"NED","M",27,"rowing","F"
"PUR","F",23,"athletics","F"
"USA","F",28,"rowing","F"
"USA","F",27,"rowing","F"
"NZL","F",24,"rowing","F"
"GBR","F",20,"aquatics","F"
"AUS","F",19,"hockey","F"
"KEN","F",37,"athletics","F"
"FRA","F",23,"handball","T"
"AUS","F",28,"cycling","F"
"BRA","F",24,"aquatics","F"
"BRA","F",36,"athletics","F"
"CAN","M",26,"sailing","F"
"CAN","M",34,"golf","F"
"CAN","M",27,"volleyball","F"
"GBR","M",23,"cycling","F"
"AUS","M",25,"aquatics","F"
"AUS","M",28,"aquatics","F"
"USA","M",27,"triathlon","F"
"IRL","M",31,"equestrian","F"
"GBR","M",30,"athletics","T"
"BEL","M",31,"cycling","T"
"GER","M",24,"athletics","F"
"ITA","M",22,"aquatics","T"
"FRA","M",31,"cycling","T"
"FRA","M",34,"golf","F"
"VEN","M",26,"basketball","F"
"FRA","M",32,"aquatics","F"
"VEN","M",30,"basketball","F"
"VEN","F",20,"table tennis","F"
"INA","F",29,"badminton","F"
"FRA","F",21,"football","F"
"BUL","M",25,"tennis","F"
"EST","M",25,"judo","F"
"RUS","M",21,"aquatics","F"
"GER","M",21,"football","T"
"SIN","F",25,"sailing","F"
"EST","F",27,"athletics","F"
"POL","M",29,"volleyball","F"
"POL","M",28,"canoe","F"
"POL","M",29,"volleyball","F"
"COL","F",28,"rugby sevens","F"
"TPE","M",23,"archery","F"
"CHN","M",19,"aquatics","F"
"MAS","M",24,"shooting","F"
"CHN","F",24,"aquatics","F"
"ETH","F",19,"athletics","F"
"ISL","M",21,"athletics","F"
"GER","F",21,"cycling","F"
"ITA","F",28,"archery","F"
"KOR","M",24,"judo","F"
"ARG","M",26,"tennis","F"
"ITA","M",22,"boxing","F"
"BRA","M",36,"basketball","F"
"BRA","M",29,"aquatics","F"
"BRA","M",23,"fencing","F"
"BRA","M",24,"fencing","F"
"FRA","M",30,"rowing","T"
"ARG","M",28,"tennis","F"
"ESP","M",32,"aquatics","F"
"TKM","F",25,"judo","F"
"TKM","F",22,"weightlifting","F"
"RUS","F",24,"modern pentathlon","F"
"UZB","F",22,"judo","F"
"KAZ","F",25,"athletics","F"
"MGL","F",38,"shooting","F"
"NOR","F",43,"cycling","F"
"USA","M",20,"aquatics","T"
"LAT","F",21,"athletics","F"
"CHN","M",29,"athletics","F"
"SSD","M",32,"athletics","F"
"CHN","M",25,"athletics","F"
"IND","M",31,"athletics","F"
"IND","M",29,"shooting","F"
"BRA","M",25,"rugby sevens","F"
"DOM","M",28,"athletics","F"
"BRA","M",22,"aquatics","F"
"POR","M",39,"sailing","F"
"BRA","M",31,"table tennis","F"
"BRA","M",23,"football","F"
"FRA","M",22,"athletics","F"
"KAZ","F",38,"wrestling","T"
"KOR","M",23,"canoe","F"
"KOR","M",21,"football","F"
"KOR","M",26,"wrestling","F"
"USA","F",27,"athletics","F"
"USA","F",30,"triathlon","T"
"FRA","F",33,"taekwondo","F"
"FRA","F",41,"golf","F"
"HUN","F",31,"athletics","F"
"KOR","F",27,"badminton","F"
"COL","M",29,"weightlifting","F"
"TUN","F",32,"athletics","F"
"IRI","M",31,"wrestling","F"
"ETH","F",19,"athletics","F"
"FRA","F",23,"taekwondo","T"
"EGY","F",19,"shooting","F"
"KOR","F",26,"shooting","F"
"KOR","F",32,"volleyball","F"
"KOR","F",29,"handball","F"
"KOR","F",22,"table tennis","F"
"MAS","M",26,"weightlifting","F"
"TUR","F",24,"wrestling","F"
"SLE","F",25,"athletics","F"
"GER","M",24,"athletics","F"
"ETH","M",22,"athletics","T"
"GRE","F",25,"athletics","F"
"CHN","M",32,"badminton","T"
"ETH","M",19,"athletics","F"
"CHN","F",28,"canoe","F"
"KOR","F",31,"handball","F"
"CAN","M",33,"wrestling","F"
"EGY","M",25,"wrestling","F"
"CHN","M",22,"fencing","F"
"CHN","F",23,"football","F"
"BRN","F",21,"athletics","F"
"AZE","M",25,"wrestling","T"
"SWE","M",51,"shooting","F"
"QAT","M",22,"boxing","F"
"ALG","M",24,"athletics","F"
"USA","F",25,"aquatics","F"
"USA","F",22,"wrestling","F"
"USA","F",22,"aquatics","F"
"TUR","M",33,"athletics","F"
"UGA","F",22,"athletics","F"
"BRA","F",24,"rugby sevens","F"
"QAT","M",21,"equestrian","F"
"EGY","M",24,"athletics","F"
"EGY","M",35,"shooting","F"
"KEN","M",22,"aquatics","F"
"EGY","M",23,"wrestling","F"
"OMA","M",31,"shooting","F"
"MAR","M",33,"athletics","F"
"IRI","M",31,"wrestling","F"
"ALG","M",36,"fencing","F"
"IRI","M",26,"athletics","F"
"NZL","M",30,"rowing","T"
"NZL","M",28,"athletics","F"
"AUS","M",26,"athletics","F"
"IRQ","M",27,"football","F"
"BIH","M",37,"athletics","F"
"ALG","M",29,"sailing","F"
"GER","M",25,"boxing","F"
"IRI","M",31,"volleyball","F"
"KOR","F",27,"handball","F"
"CZE","F",26,"table tennis","F"
"JPN","F",20,"athletics","F"
"SUD","F",16,"aquatics","F"
"HKG","F",28,"aquatics","F"
"BRA","M",21,"handball","F"
"SWE","F",20,"handball","F"
"BLR","F",22,"gymnastics","F"
"BLR","F",24,"gymnastics","F"
"UKR","F",26,"athletics","F"
"UKR","F",33,"athletics","F"
"HUN","F",25,"aquatics","F"
"SWE","F",27,"sailing","F"
"ISR","F",27,"athletics","F"
"POL","F",26,"fencing","F"
"BLR","F",22,"athletics","F"
"UKR","F",29,"athletics","F"
"AZE","F",24,"athletics","F"
"FIN","F",32,"aquatics","F"
"NGR","F",22,"wrestling","F"
"AUS","F",24,"aquatics","F"
"AUS","F",19,"aquatics","F"
"CAN","F",20,"rugby sevens","T"
"GER","F",28,"hockey","T"
"GBR","F",32,"hockey","T"
"GBR","F",27,"aquatics","F"
"GBR","F",28,"sailing","T"
"NZL","F",24,"football","F"
"SWE","F",24,"football","F"
"GER","M",27,"canoe","F"
"BEL","M",25,"rowing","F"
"GER","M",25,"rowing","T"
"GUY","M",19,"aquatics","F"
"TGA","M",18,"archery","F"
"GER","M",28,"rowing","T"
"DEN","M",35,"handball","F"
"NED","M",43,"equestrian","F"
"CHI","M",28,"tennis","F"
"USA","M",27,"rowing","F"
"KOR","M",21,"gymnastics","F"
"KOR","M",28,"wrestling","F"
"KOR","M",21,"weightlifting","F"
"TPE","M",26,"sailing","F"
"CHN","M",28,"cycling","F"
"CHN","M",24,"gymnastics","T"
"TPE","F",23,"tennis","F"
"TPE","M",21,"archery","F"
"CHN","M",20,"shooting","F"
"CHN","M",21,"golf","F"
"KOR","M",18,"aquatics","F"
"IND","M",26,"wrestling","F"
"NEP","M",29,"athletics","F"
"PAK","M",17,"aquatics","F"
"ALG","M",22,"football","F"
"IND","M",20,"hockey","F"
"FRA","M",28,"athletics","F"
"HON","M",23,"football","F"
"BER","M",26,"athletics","F"
"NED","M",30,"rowing","F"
"COL","M",22,"football","F"
"KEN","M",26,"athletics","F"
"NED","M",36,"equestrian","F"
"USA","M",24,"basketball","T"
"GBR","M",28,"athletics","F"
"GBR","M",24,"hockey","F"
"JPN","F",22,"volleyball","F"
"JPN","F",26,"judo","T"
"JPN","F",24,"golf","F"
"ARM","M",32,"gymnastics","F"
"JPN","F",24,"volleyball","F"
"UZB","M",23,"boxing","T"
"MAR","F",27,"boxing","F"
"IRI","M",22,"wrestling","T"
"FRA","M",28,"boxing","F"
"BRN","M",28,"athletics","F"
"QAT","M",34,"handball","F"
"USA","M",25,"athletics","F"
"EGY","M",32,"athletics","F"
"CMR","M",32,"boxing","F"
"MAR","M",22,"boxing","F"
"MDV","M",24,"athletics","F"
"IRI","M",27,"wrestling","T"
"IRI","M",23,"athletics","F"
"TUN","M",32,"athletics","F"
"TUN","M",28,"boxing","F"
"NOR","M",26,"athletics","F"
"IRQ","M",23,"football","F"
"MAR","F",28,"athletics","F"
"NZL","M",18,"hockey","F"
"NZL","M",35,"cycling","F"
"AUS","M",26,"taekwondo","F"
"EGY","F",17,"modern pentathlon","F"
"AZE","M",26,"athletics","F"
"MAS","M",23,"archery","F"
"JPN","F",22,"hockey","F"
"JPN","F",27,"hockey","F"
"KOR","F",22,"hockey","F"
"CAN","F",29,"volleyball","F"
"GBR","F",32,"rugby sevens","F"
"USA","F",29,"athletics","F"
"USA","F",31,"football","F"
"GBR","F",30,"badminton","F"
"GBR","F",31,"rowing","T"
"CAN","F",28,"athletics","F"
"GBR","F",24,"tennis","F"
"SYR","F",19,"table tennis","F"
"GUA","M",36,"shooting","F"
"DOM","M",25,"boxing","F"
"EGY","F",23,"taekwondo","T"
"NOR","F",26,"athletics","F"
"BRA","M",25,"athletics","F"
"TUN","M",47,"sailing","F"
"HUN","F",26,"judo","F"
"SWE","F",33,"football","T"
"DEN","F",23,"rowing","T"
"KOR","F",32,"fencing","F"
"KOR","F",27,"golf","F"
"KOR","M",20,"football","F"
"KOR","F",25,"volleyball","F"
"IND","F",27,"shooting","F"
"KOR","F",30,"hockey","F"
"SUI","F",47,"shooting","T"
"MAS","F",28,"aquatics","F"
"NOR","F",34,"handball","T"
"EST","M",31,"wrestling","F"
"VEN","M",30,"basketball","F"
"TUN","F",22,"judo","F"
"TUN","F",29,"wrestling","F"
"KEN","F",31,"athletics","F"
"NAM","F",36,"athletics","F"
"POR","M",29,"canoe","F"
"GBR","F",30,"rowing","T"
"GER","F",24,"cycling","F"
"GBR","F",32,"triathlon","F"
"USA","F",25,"wrestling","T"
"GBR","F",35,"hockey","T"
"ESP","F",28,"cycling","F"
"FRA","F",27,"basketball","F"
"NZL","F",22,"aquatics","F"
"USA","F",24,"sailing","F"
"FRA","F",30,"sailing","T"
"FRA","F",25,"rowing","F"
"COL","M",23,"football","F"
"KEN","F",27,"athletics","T"
"AUS","M",22,"table tennis","F"
"ALG","M",22,"wrestling","F"
"INA","M",19,"archery","F"
"INA","M",32,"badminton","F"
"GER","M",25,"handball","T"
"NED","M",31,"judo","F"
"SWE","F",25,"wrestling","F"
"GER","M",33,"cycling","F"
"SWE","M",30,"badminton","F"
"GER","M",28,"shooting","T"
"RSA","M",25,"triathlon","T"
"RSA","M",23,"athletics","F"
"DEN","F",34,"canoe","F"
"CMR","F",24,"volleyball","F"
"NOR","M",20,"aquatics","F"
"NOR","M",25,"athletics","F"
"DEN","M",31,"handball","T"
"USA","M",29,"rowing","F"
"SWE","M",40,"golf","T"
"DEN","M",30,"handball","T"
"HUN","M",25,"canoe","F"
"SWE","M",35,"equestrian","F"
"LTU","M",22,"canoe","F"
"BRA","M",27,"cycling","F"
"BRA","M",29,"sailing","F"
"BRA","M",20,"fencing","F"
"BRA","M",25,"aquatics","F"
"BRA","M",25,"aquatics","F"
"BRA","M",27,"handball","F"
"AUS","M",26,"athletics","F"
"AUS","M",19,"rugby sevens","F"
"GBR","M",26,"hockey","F"
"POL","M",34,"athletics","F"
"NED","M",23,"athletics","F"
"ANG","M",16,"athletics","F"
"PER","M",23,"weightlifting","F"
"VEN","M",28,"cycling","F"
"KOR","M",24,"football","F"
"CHN","M",20,"aquatics","F"
"ALG","M",27,"athletics","F"
"MAR","M",23,"athletics","F"
"NED","M",28,"hockey","F"
"JPN","M",32,"rowing","F"
"PHI","F",25,"weightlifting","T"
"BRA","M",22,"athletics","F"
"TAN","M",22,"aquatics","F"
"CAN","F",25,"aquatics","T"
"CAN","F",35,"athletics","F"
"SWE","F",25,"football","T"
"USA","M",27,"athletics","F"
"HKG","M",22,"rowing","F"
"MAR","F",18,"canoe","F"
"JPN","M",24,"weightlifting","F"
"JPN","M",35,"triathlon","F"
"JPN","M",28,"football","F"
"JPN","M",29,"athletics","F"
"JPN","M",25,"aquatics","F"
"JPN","F",31,"weightlifting","T"
"JPN","M",28,"athletics","T"
"JPN","M",29,"rowing","F"
"JPN","M",30,"badminton","F"
"MEX","M",21,"football","F"
"JPN","M",32,"athletics","F"
"JPN","M",24,"judo","T"
"ERI","M",30,"athletics","F"
"ETH","F",26,"athletics","F"
"IND","F",20,"hockey","F"
"HKG","F",24,"table tennis","F"
"HKG","F",20,"table tennis","F"
"HKG","F",30,"badminton","F"
"TKM","M",24,"weightlifting","F"
"GBS","M",28,"athletics","F"
"GBR","F",26,"hockey","T"
"GBR","F",25,"athletics","F"
"AUS","F",28,"aquatics","F"
"GER","M",23,"athletics","F"
"CHN","F",29,"athletics","T"
"CHN","F",27,"basketball","F"
"CHN","F",30,"hockey","F"
"USA","F",35,"football","F"
"MEX","M",34,"athletics","F"
"ROU","M",31,"tennis","T"
"SEN","F",33,"judo","F"
"CMR","F",24,"judo","F"
"EGY","M",31,"boxing","F"
"EGY","M",28,"volleyball","F"
"ALG","M",23,"football","F"
"ALG","M",23,"judo","F"
"TUN","F",29,"judo","F"
"MTN","F",24,"athletics","F"
"ARM","F",27,"gymnastics","F"
"ARM","M",24,"boxing","F"
"ARM","M",33,"judo","F"
"USA","M",23,"cycling","F"
"USA","M",26,"badminton","F"
"ARM","M",20,"shooting","F"
"ISL","F",25,"aquatics","F"
"GRE","F",25,"athletics","F"
"BUL","F",22,"gymnastics","T"
"GRE","M",34,"athletics","F"
"CRO","M",30,"boxing","F"
"TPE","F",23,"weightlifting","T"
"TPE","M",23,"aquatics","F"
"AUS","F",23,"badminton","F"
"CIV","M",29,"athletics","F"
"TPE","F",19,"taekwondo","F"
"CHN","F",26,"aquatics","F"
"GER","M",57,"equestrian","F"
"CAN","M",25,"cycling","F"
"FRA","M",23,"rowing","F"
"BRA","M",20,"table tennis","F"
"ESP","M",17,"aquatics","F"
"CAN","M",26,"cycling","F"
"NZL","M",25,"hockey","F"
"BRA","M",32,"aquatics","F"
"BRA","M",29,"athletics","F"
"CAN","M",28,"canoe","F"
"CHN","F",25,"archery","F"
"CHN","F",27,"athletics","F"
"CHN","F",23,"athletics","F"
"CHN","F",27,"fencing","F"
"KOR","F",27,"weightlifting","F"
"CHN","F",19,"aquatics","T"
"IRQ","M",20,"football","F"
"KEN","M",34,"rugby sevens","F"
"TPE","M",27,"table tennis","F"
"NZL","F",30,"rugby sevens","T"
"UZB","M",27,"boxing","F"
"TUR","M",30,"rowing","F"
"PAK","M",23,"judo","F"
"IRQ","M",26,"judo","F"
"JOR","M",21,"boxing","F"
"VIE","F",22,"rowing","F"
"KOR","F",30,"hockey","F"
"KOR","F",25,"volleyball","F"
